img,img_path,modality,higher_modality
PMC4226869___12863_2014_119_Fig4_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4226869___12863_2014_119_Fig4_HTML.jpg,vertical_box,GRAPHICS
PMC4227486___fpubh-02-00239-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4227486___fpubh-02-00239-g001.jpg,vertical_box,GRAPHICS
PMC4245625___ijerph-11-11481-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4245625___ijerph-11-11481-g005.jpg,vertical_box,GRAPHICS
PMC4245625___ijerph-11-11481-g006a.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4245625___ijerph-11-11481-g006a.jpg,vertical_box,GRAPHICS
PMC4245650___ijerph-11-11898-g001b.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4245650___ijerph-11-11898-g001b.jpg,vertical_box,GRAPHICS
PMC4275434___je-25-020-g007.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4275434___je-25-020-g007.jpg,vertical_box,GRAPHICS
PMC4275434___je-25-020-g008.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4275434___je-25-020-g008.jpg,vertical_box,GRAPHICS
PMC4276609___ijerph-11-12190-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4276609___ijerph-11-12190-g001.jpg,vertical_box,GRAPHICS
PMC4276623___ijerph-11-12441-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4276623___ijerph-11-12441-g002.jpg,vertical_box,GRAPHICS
PMC4306862___ijerph-12-00282-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4306862___ijerph-12-00282-g005.jpg,vertical_box,GRAPHICS
PMC4314765___12889_2015_1443_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4314765___12889_2015_1443_Fig2_HTML.jpg,vertical_box,GRAPHICS
PMC4334544___pgen.1004966.g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4334544___pgen.1004966.g003.jpg,vertical_box,GRAPHICS
PMC4344692___ijerph-12-01773-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4344692___ijerph-12-01773-g002.jpg,vertical_box,GRAPHICS
PMC4351701___12711_2015_92_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4351701___12711_2015_92_Fig1_HTML.jpg,vertical_box,GRAPHICS
PMC4351701___12711_2015_92_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4351701___12711_2015_92_Fig2_HTML.jpg,vertical_box,GRAPHICS
PMC4351701___12711_2015_92_Fig6_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4351701___12711_2015_92_Fig6_HTML.jpg,vertical_box,GRAPHICS
PMC4351701___12711_2015_92_Fig7_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4351701___12711_2015_92_Fig7_HTML.jpg,vertical_box,GRAPHICS
PMC4365547___fpubh-03-00048-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4365547___fpubh-03-00048-g003.jpg,vertical_box,GRAPHICS
PMC4372182___13148_2015_58_Fig5_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4372182___13148_2015_58_Fig5_HTML.jpg,vertical_box,GRAPHICS
PMC4412103___12881_2014_119_Fig5_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4412103___12881_2014_119_Fig5_HTML.jpg,vertical_box,GRAPHICS
PMC4420506___pgen.1005217.g008.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4420506___pgen.1005217.g008.jpg,vertical_box,GRAPHICS
PMC4422446___12881_2015_148_Fig4_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4422446___12881_2015_148_Fig4_HTML.jpg,vertical_box,GRAPHICS
PMC4427931___12889_2015_1811_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4427931___12889_2015_1811_Fig2_HTML.jpg,vertical_box,GRAPHICS
PMC4450304___CMMM2015-953868.003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4450304___CMMM2015-953868.003.jpg,vertical_box,GRAPHICS
PMC4450305___CMMM2015-814104.005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4450305___CMMM2015-814104.005.jpg,vertical_box,GRAPHICS
PMC4452364___CMMM2015-571473.003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4452364___CMMM2015-571473.003.jpg,vertical_box,GRAPHICS
PMC4454688___pgen.1005241.g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4454688___pgen.1005241.g002.jpg,vertical_box,GRAPHICS
PMC4454940___ijerph-12-04816-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4454940___ijerph-12-04816-g001.jpg,vertical_box,GRAPHICS
PMC4454948___ijerph-12-04967-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4454948___ijerph-12-04967-g003.jpg,vertical_box,GRAPHICS
PMC4454948___ijerph-12-04967-g008.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4454948___ijerph-12-04967-g008.jpg,vertical_box,GRAPHICS
PMC4454971___ijerph-12-05338-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4454971___ijerph-12-05338-g002.jpg,vertical_box,GRAPHICS
PMC4454971___ijerph-12-05338-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4454971___ijerph-12-05338-g003.jpg,vertical_box,GRAPHICS
PMC4454971___ijerph-12-05338-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4454971___ijerph-12-05338-g004.jpg,vertical_box,GRAPHICS
PMC4460683___12863_2015_223_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4460683___12863_2015_223_Fig2_HTML.jpg,vertical_box,GRAPHICS
PMC4483696___ijerph-12-06197-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4483696___ijerph-12-06197-g002.jpg,vertical_box,GRAPHICS
PMC4483739___ijerph-12-06919-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4483739___ijerph-12-06919-g001.jpg,vertical_box,GRAPHICS
PMC4483739___ijerph-12-06919-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4483739___ijerph-12-06919-g003.jpg,vertical_box,GRAPHICS
PMC4512389___ojphi-07-e57-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4512389___ojphi-07-e57-g001.jpg,vertical_box,GRAPHICS
PMC4515709___ijerph-12-08075-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4515709___ijerph-12-08075-g003.jpg,vertical_box,GRAPHICS
PMC4515715___ijerph-12-08172-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4515715___ijerph-12-08172-g005.jpg,vertical_box,GRAPHICS
PMC4517649___12889_2015_1992_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4517649___12889_2015_1992_Fig1_HTML.jpg,vertical_box,GRAPHICS
PMC4523822___fgene-06-00260-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4523822___fgene-06-00260-g003.jpg,vertical_box,GRAPHICS
PMC4555304___ijerph-12-09658-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4555304___ijerph-12-09658-g002.jpg,vertical_box,GRAPHICS
PMC4572074___ddv27902.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4572074___ddv27902.jpg,vertical_box,GRAPHICS
PMC4572074___ddv27904.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4572074___ddv27904.jpg,vertical_box,GRAPHICS
PMC4574077___12863_2015_270_Fig4_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4574077___12863_2015_270_Fig4_HTML.jpg,vertical_box,GRAPHICS
PMC4580642___pgen.1005541.g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4580642___pgen.1005541.g001.jpg,vertical_box,GRAPHICS
PMC4586611___ijerph-12-10276-g010.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4586611___ijerph-12-10276-g010.jpg,vertical_box,GRAPHICS
PMC4595802___fgene-06-00301-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4595802___fgene-06-00301-g002.jpg,vertical_box,GRAPHICS
PMC4597435___13148_2015_139_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4597435___13148_2015_139_Fig1_HTML.jpg,vertical_box,GRAPHICS
PMC4597435___13148_2015_139_Fig3_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4597435___13148_2015_139_Fig3_HTML.jpg,vertical_box,GRAPHICS
PMC4597435___13148_2015_139_Fig5_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4597435___13148_2015_139_Fig5_HTML.jpg,vertical_box,GRAPHICS
PMC4598800___fpubh-03-00228-g0007.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4598800___fpubh-03-00228-g0007.jpg,vertical_box,GRAPHICS
PMC4608213___12863_2015_279_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4608213___12863_2015_279_Fig1_HTML.jpg,vertical_box,GRAPHICS
PMC4608213___12863_2015_279_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4608213___12863_2015_279_Fig2_HTML.jpg,vertical_box,GRAPHICS
PMC4612609___1415-4757-gmb-38-20140393-gf04.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4612609___1415-4757-gmb-38-20140393-gf04.jpg,vertical_box,GRAPHICS
PMC4635657___12889_2015_2462_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4635657___12889_2015_2462_Fig2_HTML.jpg,vertical_box,GRAPHICS
PMC4654049___ddv39002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4654049___ddv39002.jpg,vertical_box,GRAPHICS
PMC4661630___ijerph-12-14034-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4661630___ijerph-12-14034-g001.jpg,vertical_box,GRAPHICS
PMC4661673___ijerph-12-14669-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4661673___ijerph-12-14669-g003.jpg,vertical_box,GRAPHICS
PMC4661673___ijerph-12-14669-g007.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4661673___ijerph-12-14669-g007.jpg,vertical_box,GRAPHICS
PMC4663041___12889_2015_2520_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4663041___12889_2015_2520_Fig1_HTML.jpg,vertical_box,GRAPHICS
PMC4666193___12889_2015_2539_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4666193___12889_2015_2539_Fig1_HTML.jpg,vertical_box,GRAPHICS
PMC4690495___ddv45603.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4690495___ddv45603.jpg,vertical_box,GRAPHICS
PMC4690895___ijerph-12-14959-g001b.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4690895___ijerph-12-14959-g001b.jpg,vertical_box,GRAPHICS
PMC4730402___ijerph-13-00011-g008.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4730402___ijerph-13-00011-g008.jpg,vertical_box,GRAPHICS
PMC4730402___ijerph-13-00011-g010.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4730402___ijerph-13-00011-g010.jpg,vertical_box,GRAPHICS
PMC4730402___ijerph-13-00011-g011.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4730402___ijerph-13-00011-g011.jpg,vertical_box,GRAPHICS
PMC4730402___ijerph-13-00011-g012.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4730402___ijerph-13-00011-g012.jpg,vertical_box,GRAPHICS
PMC4730496___ijerph-13-00105-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4730496___ijerph-13-00105-g001.jpg,vertical_box,GRAPHICS
PMC4730496___ijerph-13-00105-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4730496___ijerph-13-00105-g002.jpg,vertical_box,GRAPHICS
PMC4730508___ijerph-13-00117-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4730508___ijerph-13-00117-g003.jpg,vertical_box,GRAPHICS
PMC4730535___ijerph-13-00144-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4730535___ijerph-13-00144-g005.jpg,vertical_box,GRAPHICS
PMC4760130___fgene-07-00018-g0003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4760130___fgene-07-00018-g0003.jpg,vertical_box,GRAPHICS
PMC4763314___1415-4757-gmb-S1415-475738420140327-gf02.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4763314___1415-4757-gmb-S1415-475738420140327-gf02.jpg,vertical_box,GRAPHICS
PMC4763314___1415-4757-gmb-S1415-475738420140327-gf05.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4763314___1415-4757-gmb-S1415-475738420140327-gf05.jpg,vertical_box,GRAPHICS
PMC4772224___ijerph-13-00204-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4772224___ijerph-13-00204-g002.jpg,vertical_box,GRAPHICS
PMC4789293___13148_2016_197_Fig5_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4789293___13148_2016_197_Fig5_HTML.jpg,vertical_box,GRAPHICS
PMC4799631___12711_2016_198_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4799631___12711_2016_198_Fig1_HTML.jpg,vertical_box,GRAPHICS
PMC4808946___ijerph-13-00283-g004b.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4808946___ijerph-13-00283-g004b.jpg,vertical_box,GRAPHICS
PMC4809014___ijerph-13-00351-g005a.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4809014___ijerph-13-00351-g005a.jpg,vertical_box,GRAPHICS
PMC4812641___12889_2016_2922_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4812641___12889_2016_2922_Fig1_HTML.jpg,vertical_box,GRAPHICS
PMC4835846___12889_2016_3021_Fig4_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4835846___12889_2016_3021_Fig4_HTML.jpg,vertical_box,GRAPHICS
PMC4847034___ijerph-13-00372-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4847034___ijerph-13-00372-g002.jpg,vertical_box,GRAPHICS
PMC4855488___12889_2016_3044_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4855488___12889_2016_3044_Fig2_HTML.jpg,vertical_box,GRAPHICS
PMC4855488___12889_2016_3044_Fig3_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4855488___12889_2016_3044_Fig3_HTML.jpg,vertical_box,GRAPHICS
PMC4864205___CMMM2016-6143126.019.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4864205___CMMM2016-6143126.019.jpg,vertical_box,GRAPHICS
PMC4902198___pgen.1006101.g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4902198___pgen.1006101.g002.jpg,vertical_box,GRAPHICS
PMC4919484___je-26-386-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4919484___je-26-386-g002.jpg,vertical_box,GRAPHICS
PMC4919484___je-26-386-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4919484___je-26-386-g003.jpg,vertical_box,GRAPHICS
PMC4919484___je-26-386-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4919484___je-26-386-g004.jpg,vertical_box,GRAPHICS
PMC4919484___je-26-386-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4919484___je-26-386-g005.jpg,vertical_box,GRAPHICS
PMC4924039___ijerph-13-00582-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4924039___ijerph-13-00582-g001.jpg,vertical_box,GRAPHICS
PMC4924039___ijerph-13-00582-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4924039___ijerph-13-00582-g002.jpg,vertical_box,GRAPHICS
PMC4924039___ijerph-13-00582-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4924039___ijerph-13-00582-g003.jpg,vertical_box,GRAPHICS
PMC4924039___ijerph-13-00582-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4924039___ijerph-13-00582-g004.jpg,vertical_box,GRAPHICS
PMC4924039___ijerph-13-00582-g005.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4924039___ijerph-13-00582-g005.jpg,vertical_box,GRAPHICS
PMC4957327___13148_2016_243_Fig3_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4957327___13148_2016_243_Fig3_HTML.jpg,vertical_box,GRAPHICS
PMC4960714___13148_2016_247_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4960714___13148_2016_247_Fig1_HTML.jpg,vertical_box,GRAPHICS
PMC4962240___ijerph-13-00699-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4962240___ijerph-13-00699-g003.jpg,vertical_box,GRAPHICS
PMC5418740___ddw328f3.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC5418740___ddw328f3.jpg,vertical_box,GRAPHICS
PMC4962282___ijerph-13-00741-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4962282___ijerph-13-00741-g003.jpg,vertical_box,GRAPHICS
PMC4962282___ijerph-13-00741-g005a.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4962282___ijerph-13-00741-g005a.jpg,vertical_box,GRAPHICS
PMC4962282___ijerph-13-00741-g005b.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4962282___ijerph-13-00741-g005b.jpg,vertical_box,GRAPHICS
PMC4973040___13148_2016_249_Fig4_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4973040___13148_2016_249_Fig4_HTML.jpg,vertical_box,GRAPHICS
PMC4974813___12889_2016_3376_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4974813___12889_2016_3376_Fig1_HTML.jpg,vertical_box,GRAPHICS
PMC4997518___ijerph-13-00832-g003.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC4997518___ijerph-13-00832-g003.jpg,vertical_box,GRAPHICS
PMC5086712___ijerph-13-00973-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC5086712___ijerph-13-00973-g001.jpg,vertical_box,GRAPHICS
PMC5086755___ijerph-13-01016-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC5086755___ijerph-13-01016-g001.jpg,vertical_box,GRAPHICS
PMC5094714___pgen.1006407.g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC5094714___pgen.1006407.g004.jpg,vertical_box,GRAPHICS
PMC5129270___ijerph-13-01060-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC5129270___ijerph-13-01060-g002.jpg,vertical_box,GRAPHICS
PMC5129317___ijerph-13-01107-g004.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC5129317___ijerph-13-01107-g004.jpg,vertical_box,GRAPHICS
PMC5139039___12881_2016_353_Fig1_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC5139039___12881_2016_353_Fig1_HTML.jpg,vertical_box,GRAPHICS
PMC5139039___12881_2016_353_Fig2_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC5139039___12881_2016_353_Fig2_HTML.jpg,vertical_box,GRAPHICS
PMC5139039___12881_2016_353_Fig3_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC5139039___12881_2016_353_Fig3_HTML.jpg,vertical_box,GRAPHICS
PMC5139039___12881_2016_353_Fig4_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC5139039___12881_2016_353_Fig4_HTML.jpg,vertical_box,GRAPHICS
PMC5165039___fpubh-04-00276-g001.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC5165039___fpubh-04-00276-g001.jpg,vertical_box,GRAPHICS
PMC517720___1471-2458-4-38-3.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC517720___1471-2458-4-38-3.jpg,vertical_box,GRAPHICS
PMC5201365___ijerph-13-01224-g002.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC5201365___ijerph-13-01224-g002.jpg,vertical_box,GRAPHICS
PMC5237134___12889_2016_3996_Fig5_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC5237134___12889_2016_3996_Fig5_HTML.jpg,vertical_box,GRAPHICS
PMC5237134___12889_2016_3996_Fig7_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC5237134___12889_2016_3996_Fig7_HTML.jpg,vertical_box,GRAPHICS
PMC5237134___12889_2016_3996_Fig8_HTML.jpg,chart_icpr2020/ICPR2020_CHARTINFO_UB_PMC_TRAIN_v1.21/images/vertical_box/PMC5237134___12889_2016_3996_Fig8_HTML.jpg,vertical_box,GRAPHICS
