"1749-8090-5-124-3	Transthoracic echocardiography . Panel A depicts long axis parasternal view of the hydatic cyst at the posterior wall of the heart (arrows). Panel B shows the same view using contrast media depicting the clear boarders of the cyst", without blood perfusion in the area of interest (arrows).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1467-4866-8-6-6	Water level changes (from low tide levels) and porewater Mn 2+ ", Fe 2+ ,  Σ H 2 S, org-Fe (III) (aq) , and FeS (aq)  measured in situ at five fixed depths and as a function of time during a tidal cycle at the mud flat site in June 2003. a) Well water levels measured at the sediment-water interface (SWI) and 15 cm below the SWI, and tidal fluctuations obtained from the Fort Pulaski NOAA buoy; Concentrations (left) and current intensities (right) measured: b) in the overlying water; c) at the SWI; d) at 3.5 cm; e) at 7.0 cm; and f) at 10.5 cm. Dissolved oxygen was never detected in the porewaters.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1477-7525-7-76-1	Data shown represent Day 2 to Day 12 . Sample size diminishes as participants ��  colds resolve", from N=228 on Day 2 to N=100 on Day 12. The center of the notched boxes is the median summed score for that day.  The notches portray the median  ±  1.57 (interquartile range=IQR) / N -2  and thus can be compared to assess difference at the P = 0.05 level of significance. The top of the notched boxes indicate the 25% and 75% percentiles, respectively.  The ends of the vertical lines indicate the last actual data point within 1.5 (IQR) from the 25%ile and 75%ile. The symbols above and below these lines are actual outlying data points.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2105-10-336-2	Illustration of the homoscedastic (left panel) and heteroscedastic (right panel) error model in a two group setting .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1479-5876-5-56-1	Immunohistochemistry of tumor-bearing lungs of mice 24 hours after immunotherapy with either IL-2 alone (left panel) or IL-2 and effector T cells from wt mice (middle panel) or PKO mice (right panel). Lungs were frozen and sections were cut and stained with control IgG", anti-CD4, anti-CD8, anti-NK1.1, anti-MAC-1, or anti-GR-1 Abs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2105-11-336-1	Bi-plot of fraction data . The first Principal Component was correlated with distinct PC variables (covariance matrix  S ). Therefore", the hierarchy becomes visible in plots of GO-terms of datasets, which were not highly affected by a characteristic value of the PC variable. The group of unspecific terms was strongly correlated with PC1 ( Loadings  are marked in red). The correlation of the PCA variable with a PC is visible and allows identification of PCA, which are connected to the PCA variable. Identified groups, which were connected to a PCA variable in the bi-plot, were coloured according to their subcellular localization.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1742-4690-6-105-2	Functional activity and expression of S-tagged Rex-1 . (A) The functional activity of S-tagged Rex-1 was determined using an HIV p24 Gag reporter assay. 293T cells were transfected with 0.25  μ g pcTat", 0.5  μ g pcGagRxRE-I, 0.05  μ g CMV-luc, and 0.1  μ g of wtRex-1 or S-Rex-1 expression plasmids. Twenty-four hours post-transfection, cells were harvested and assayed for p24 Gag. The values represent actual p24 Gag production from a representative experiment performed in triplicate. Error bars indicate standard deviations. (B) Affinity purification of S-tagged Rex-1 from mammalian cells. 293T cells were transfected with S-Rex-1 and S-tagged Rex-1 was purified by S-protein-agarose beads, eluted and resolved by SDS-PAGE analysis, and detected by Coomassie blue staining.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2156-8-68-3	Pair-wise measures of linkage disequilibrium and the two founder mutation-containing haplotypes . SNP number refers to numbering in column 1 of Table 1; only the 70 with MAF    0.05 in Ashkenazi Jews are shown in B-D. A) Scale representation of the ~650 kb region studied", indicating the  BRCA1  gene, founder mutations, and genome sequence gap of unknown true size. B) LDSelect-Comp output showing a total of 22 bins for Ashkenazi Jews," with 17 ""singleton"" bins indicated by solid dots on a single row. C) Haploview output showing three block structures and related ht-SNPs (indicated with up arrowheads). D) Haplotypes estimated for 85 unrelated Ashkenazi Jews using SNPHAP as implemented in HapScope. The block boundaries were calculated in Haploview and overlaid on this figure. All haplotypes with an estimated frequency of at least 1% are displayed (h1 to h11)"," with individual frequencies and sums indicated to the right of the blocks. The common allele is designated ""1"" and the minor allele ""2"". The 185delAG and 5382insC containing haplotypes", determined from the family based genotypes, are indicated with gray (haplotype 2) and blue background (haplotype 1), respectively. Black arrows indicate the relative position of these two founder mutations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2105-10-S2-S7-1	Example of Bayesian network representing the dependencies between a Phenotype and 4 SNPs . On the left", the directed acyclic graph of the BN; on the right the conditional probabilities tables associated with each node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2164-12-440-2	RTE age and piRNA coverage . The median millidivergence from consensus (as a proxy for age) is plotted against the average piRNA coverage (all reads) values. RTE families are coloured according to their type as indicated on the left chart. To allow for easier comparison between RTE types", coverage values are indexed so that the family with the highest average coverage is set to a value of 1. Error bars denote 25 and 75 percentiles for both piRNA coverage and millidivergence.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1743-8977-6-12-1	Hepatic mRNA expression levels of  Sap ",  Saa1  and  Saa3 . Relative  Sap  (white bars),  Saa1  (grey bars) and  Saa3  (black bars) mRNA expression levels in the liver of mice exposed to filtered air, DEP or CB by inhalation. Messenger RNA expression levels were normalized to 18S rRNA. Mean+SEM is shown. Each group consisted of 7 �� 8 animals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2377-10-118-1	Chronological MRI images of lumbar spine - November 2008/December 2008/May 2009 . In figure 1 the lumbar spine is most clearly affected in the first image (November 2008). The images show increased signal within the substance of the spinal cord during episodes of active vasculitis", with some subtle expansion of the cord.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-213X-8-21-4	In situ hybridization and histological analyses. From the 12 candidate genes used for QPCR 6 probes were generated that gave some positive signal at earlier embryonic stages; 4 of these stained small numbers of cells in the yolk sac", with the remaining 2 no positive cells were detectable. Embryonic  � -globin is expressed in the vast majority of circulating cells but is observed to be negative in some rare cells (arrows), whereas CD200R, CD61, HEX, RGS18 and the vitronectin receptor (CD51/61) are expressed in scattered circulating (arrows) and attached cells (arrowheads) throughout the yolk sac vasculature. Red contours outline the vascular lumen. Left and right panels indicate distinct staining of single cells with the indicated probe or antibody. Bars = 20  μ m.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2474-4-5-2	Computer generated cumulative histograms corresponding to the histograms seen in Figure  1 . The red and green dotted lines demarcate the 85 th  percentile of pixels", which was used as the threshold level for pixel intensity. This threshold intensity, shown in both Figures  1  and  2 , was used to differentiate between the background pixels (to the left of the line) and the cell pixels (to the right of the line).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2229-9-114-4	QTL graphs for IV and the various fatty acid compositions on Groups 1", 2 and 15 . Results from the Interval Mapping approach. Horizontal line indicates the 95% significant threshold value for declaring a QTL.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1477-7827-5-29-7	[A] Relaxin fails to affect cyclic AMP production in the vas deferens. Slices of the vas deferens were incubated for 10 min with PBS (control)", RLX (5  μ g/ml) or FKL (50  μ M) and the cyclic AMP production was measured. Results are mean  ±  SEM of 3 independent experiments. *  P  <  0.05 compared to control (Student's t test). [B] Northern blot analysis of the effect of relaxin on Mmp-7 mRNA levels in the vas deferens. Upper panel shows a representative autoradiogram with Mmp-7 and Gapdh mRNA after various periods of incubation with relaxin (1  μ g/mL). Bottom panel shows densitometric analysis of two independent experiments. Error bars indicate SEM.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2172-11-37-7	(A-D). HBD2 associates with DCs in an oral tissue model . HBD2 peptide was applied for 6 or 18 h to the surface of oral full thickness tissue model containing DCs. Immunohistochemical reaction of hBD2 polyclonal antibody (negative image) showing reaction in the upper layers of the epithelium and in a scattered distribution within the connective tissue.  B-D . Double label immunofluroesence of an area similar to that indicated by the box in  A ",  B . Double label; Anti-human HLA-DR monoclonal antibody with biotinylated anti-mouse IgG made in goat, streptavidin Alexafluor 594 (red) and anti-hBD2 polycloonal antibody made in rabbit with Alexafluor 488 labeled anti-rabbit IgG made in goat (green).  C . HBD2 immunolocalization only (green).  D . HLA-DR immunolocalization only (red). The solid green line visible in B and C is the supporting membrane for the tissue model. Controls without primary antibody were negative. Experimental control without added hBD2 showed no green fluorescence associated with HLA-DR positive cells. Original magnification:  A : 20  ,  B, D : 60  .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1742-2094-6-26-1	Resveratrol dose-dependently inhibited IL-1 β -induced production of 8- iso -PGF 2 α ", PGD 2  (A) and PGE 2  (B) in SK-N-SH cells . Selective inhibitors of COX-2 (L745,337 and DFU) and COX-1 (SC-560) were included as controls ( B ). Cells were incubated with the compounds for 30 minutes and subsequently treated with IL-1 β  (10 U/ml) for 24 h. Data are expressed as mean  ±  S.E.M. of at least 3 independent experiments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2229-10-109-7	Time series expression pattern of putative clock genes in different temperatures . Normalized expression levels (CT target  - CT reference ) for putative circadian clock genes in  P. patens  measured under three different temperatures in DD (constant dark). The light regime was identical to previous experiments (see legend to figure 1 for further details). Temperature was changed one day (ZT-24) before the onset of DD.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1476-4598-8-52-1	Immunohistochemical analysis of antigens in dysgerminoma . (A) normal Fallopian tube; (B-H) dysgerminoma. (A) intense TRC8 immunoperoxidase expression in control tissue. (B) negative immunoperoxidase TRC8 reaction in dysgerminoma; C", CD117 strong membrane staining in dysgerminoma; D, diffuse and intense VHL expression; E, FGFR cytoplasmic expression; F, diffuse and intense CAIX expression; G, HIF2alpha nuclear and cytoplasmic expression in sporadic cells; H, moderate lipid deposition detected by Oil Red O. Original magnification A-H   100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1475-2875-8-19-3	Geographical distribution of the different methods used to measure malaria transmission at different time intervals between 1980 and 2004 .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-230X-10-58-2	Quantification of IL-6", TNF- α , IL-1 β  and TLR5 mRNA in Ileum samples . Figure 2A and 2B illustrate in a bar diagram that IL-6 and TNF- α  mRNA expression increased markedly in control group compared with mannoprotein(n = 9 control group, n = 8 mannoprotein group). Figure 2C shows IL-1 β  mRNA expression in both groups represented as a bar diagram, with higher and significant levels in the controls. Finally, figure 2D shows the results for TLR5 gene expression in both groups with no differences in the control group compared with mannoprotein. Error bars represent the standard deviations. * Significant at p  <  0.05 compared with control.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1476-7120-9-12-1	A mass of right atrium : A) Parasternal short axis view by 2D TTE", B) Subxyphoid view by 2D TTE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2156-4-S1-S59-2	Vulnerability-related (negative signs) and protective loci (positive signs) on chromosomes 1 and 8 as derived by the multivariate sib-pair method  The contribution of each locus to the oligogenic model of ethnicity-independent vulnerability is plotted along the y-axis (%)", while the genomic regions are plotted along the x-axis (cM).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1465-9921-12-25-2	T cell activation and co-receptor expression after specific stimulation . ICOS", CTLA-4 expression, IL-4, IL-13, IL-10 producing T cells and Treg cells (CD4+CD25+ Hi Foxp3+) were assessed by flow cytometry in PBMC from HDM allergic asthmatics and rhinitics (AR) (A, n = 18), HDM allergic rhinitics (R) (B, n = 18), non allergic asthmatics (A) (C, n = 13), and controls (D, n = 20) stimulated or not with Derp1 allergen (1  μ g/ml) during 8 days. Results are expressed as percentage of total T cells. _ : mean of each group. * = p  <  0.05; ** = p  <  0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2407-10-49-2	Case 1 .  A : Contrast-enhanced T1-weighted brain MRI shows multiple metastatic lesions", with the largest one (arrow) in the left occipital lobe.  B : One month later with gefitinib therapy together with two weeks' WBRT, T1-weighted MRI demonstrates a subacute hematoma (arrow) in the metastatic lesion.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1476-4598-9-256-2	Salirasib inhibits HCC cells proliferation . HepG2 (left column)", Huh7 (central column), and Hep3B (right column) cells were seeded in 96-wells plates and incubated with DMSO (control) or the indicated doses of salirasib (n = 8 at each dose and time-point). Identical experiments were performed in FBS-cultured cells (A-C), in EGF- (D-F) and IGF2-stimulated (G-I) cells. BrdU incorporation was assessed after 1 (FBS, EGF, IGF2) or 2 days (FBS only) treatment with salirasib. In the growth factor stimulation experiments, a FBS group - consisting of FBS-cultured untreated cells - was included as a positive control. Data are presented as mean  ±  SEM. *  P  <  0.05, **  P  <  0.01 and ***  P  <  0.001 in treated groups versus control group.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2261-9-18-4	Further withdrawal and anterior rotation of the probe at imaging plane 0 °  reveals the (A) The interatrial septum (IAS) . (B) Color Doppler demonstrates no flow across the IAS.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1742-4690-3-78-10	A ", Mutations of S 16  and S 46  of Tat reduce its ability to induce viral production . HLM1 is a HeLa derived cells containing one copy of integrated HIV-1 proviral genome with a Tat-defective mutation. Various Flag-tagged Tat (WT Tat, Tat S16A, Tat S46A or Tat S16,46A) expression vectors were used for HLM-1 transfections. Cells were cultured in complete media in absence of G418 for 14 days. The supernatants were collected at Day 0,1,2, 7 and 14, and analyzed for p24 by ELISA assay.  B , Mutations of S 16  and S 46  of Tat inhibit Tat phosphorylation during one round of viral replication . HLM1 cells were transfected with vectors expressing Flag-tagged Tat (WT Tat, Tat S16A, Tat S46A or Tat S16,46A). At 48 hours post transfection the cells were labeled with ( 32 P)-orthophosphate for 2 hours with 1  μ M okadaic acid. Flag-Tat was immunoprecipitated from whole cell extracts with anti-Flag antibodies and resolved by 15% Tris-Tricine SDS-PAGE. The gel was dried and exposed to Phosphor Imager screen. Lane 1, Wt Tat. Lane 2, Tat S16A. Lane 3, Tat S46A. Lane 4, Tat S16,46A. Lane 5, mock-transfected cells. The picture is an autoradiogram.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-230X-10-24-2	Radiologic intervention . A. On celiac axis angiogram", a extravasation of the contrast media from the distal branch of gastroduodenal artery was noted. B. The branch was superselected and embolized with microcoils.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2148-10-223-2	Alignment of IL4 protein sequences from mammalian lineages . Site 1", site 2 and site 3 epitope residues important for interaction with IL4R α ,  γ c and IL13R α 1 are colored red, blue and magenta, respectively.  M. musculus  and  M. castaneus  polymorphic residues (orange circles) and positively selected residues (open circles, black circles for sites with [P]  >  0.95) are indicated at the top of the alignment. Conserved residues are indicated at the bottom of the alignment, as either identical (asterisks) or similar (dots).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1476-7120-6-5-1	A-B  A transesophageal echocardiographic long axis and two chamber midesophageal view illustrating a flail anterior mitral valve leaflet with ruptured papillary muscle.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2156-10-53-3	Power comparisons using simulated data . Power comparisons of the wavelet-based test ( T w )", the Fourier-based test ( T f ), the single locus test with Bonferroni correction ( T b ), and the likelihood-ratio test based on logistic regression ( T l ) with eight SNPs for a case-control design. The black solid, blue dashed, black dotted, and red dot-dash lines are  T w ,  T f ,  T b , and  T l , respectively.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2164-12-208-5	Principal component analysis of the differentially-expressed probes between resistant and susceptible lines . PCA was performed with R on the 380 probes that are differentially expressed between the lines from the pooled list. (A) All samples from the four conditions - Low-SCS animals infected by  Se  (open triangle)", Low-SCS animals infected by  Sa  (open circle), High SCS animals infected by  Se  (closed triangle) and High SCS animals infected by  Sa  (closed circle) were separated based on Line-Challenge along the principal component 1 (PC1) and PC2 axes. PC1 explained 11.2% of the total variations and mainly discriminates the challenges whereas the PC2 explained 7.8% of the total variations and segregates between the lines. (B) The 380 probes were projected on PC1 and PC2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ar1942-2	Overall frequency and mean improvement of total disease activity as measured by the total BILAG score at 6", 10 and 18 weeks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2202-6-47-8	Temporal shift of the position of the largest spectral peak in the anterior-posterior OIS periodograms and its dependence on stimulus amplitude. The frequency ( A ) and the period ( B ) of the largest spectral peak (average of 5 subjects) are plotted as a function of time since the stimulus onset. Two plots are shown", for 50  μ m-amplitude and 400  μ m-amplitude stimuli. With increasing stimulus duration, the peak frequency/period shifts across the power spectrum, at a rate dependent on the stimulus amplitude.  C:  Average magnitude of OIS in the segmented region as a function of time after stimulus onset. The dominance of lower spatial frequencies develops in time in parallel with an overall growth of the OIS response to the stimulus.  D:  The frequency of the largest spectral peak plotted as a function of the average magnitude of OIS in the sequential region. The relationship between the largest spectral peak and overall OIS magnitude varies depending on the stimulus amplitude.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1472-6793-6-5-4	Panel A depicts R-R interval durations for an animal in the CON group over four baseline days (BLD1 �� BLD4). Panel B shows HRV spectra (bin width = 0.005 Hz) corresponding to full records (150 s long) of time series in Panel A. Panel C contains horizontal Box and Whisker plots of R-R interval durations for different segments of the ventilatory cycle: I", inspiration; IE, inspiratory to expiratory transition; E, expiration; EI, expiratory to inspiratory transition. The vertical line in each box represents the median value of R-R interval duration for each segment, the left and right boundaries of each box indicate the 25 th  and 75 th  percentile values, and left and right whiskers (resembling error bars) mark the 5 th  and 95 th  percentile values. Asterisks indicated that R-R interval durations occurring in either E or EI segments were significantly longer than those of either I or IE segments. The finding that R-R interval durations of EI segments were significantly longer than those of E segments is signified by the pound sign (#). Panel D shows a representative breath, inspiration down, with superimposed vertical lines indicating the temporal locations of R waves with reference to ventilatory segments: E, EI, I, and IE. The elapsed time between contiguous R waves, i.e., R-R interval durations, is given in seconds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1467-4866-12-8-3	Representative SEM images of solids collected from the four treatments during the course of the experiment: (a) treatment AC after 24 hours", (b) treatment HC after 72 hours, (c) treatment AC after 7 days, (d) treatment OA after 7 days, (e) treatment LC after 7 days, and (f) treatment HC after 7 days . Arrows in (e) and (f) indicate where precipitate appears to occur on bacterial cells. Scale bar for all images is 3 micrometers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2164-12-510-5	RNAi sensitivity is a complex trait mostly associated to  ppw-1  polymorphisms . A) We genotyped 31 RILs at the  ppw-1  locus and addressed whether each of these RILs are RNAi sensitive or not using FCs from  mel-26(RNAi)", pos-1(RNAi), par-1(RNAi), smo-1(RNAi), par-6(RNAi) , and  gld-1(RNAi) . This analysis has revealed that 25.8% of RILs cannot be categorized as such, underlying that the RNAi sensitive trait is complex. However, 74.2% of these could be categorized as either N2-like or CB-like. B) From the RILs that can be categorized, most cases (82,6%), can be associated to the correct  ppw-1  allele. On the other hand, only 17.4% of the cases are not significantly associated with  ppw-1 . Therefore,  ppw-1  is a strong predictor of RNAi sensitivity, but not the only one.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2164-5-90-1	Genomic structure of  chick IRK1  and determination of transcription initiation sites  (A) Restriction map of chick  IRK1/Kir2.1  genomic locus. The four overlapping genomic clones are shown above the restriction map. Solid boxes indicate exons. E; EcoRI site", X; XbaI site. The probe used for northern blots is underlined. (B) Genomic sequence surrounding splice sites. Exon 1 ends at +103 and exon 2 begins at +104 (based on  cIRK1  cDNA, U20216), as indicated. Intronic sequences are in italics; bold letters indicate donor site GT and acceptor site AG. (C) Primer extension analysis. Approximate size, in bases, is indicated on the left. Products of about 80 bases were present in brain, but not in DF1 fibroblasts or in controls (tRNA). (D) Determination of transcription initiation sites using 5'RACE. Shown are the results of the secondary PCR using the 5'-nested primer and a primer designed at 64-41 of  cIRK1  cDNA (N-R2), and controls using the 5'-nested primer only (N only) or the reverse primer only (R2 only).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2164-9-191-5	Inclusion level of different groups . For each cassette exon", we counted the number of ESTs in which the exon is present ( Np ) or absent ( Na ), then calculated the inclusion level as  Np /( Np + Na ). The left column is for human and the right is for mouse. The frequencies of inclusion levels in ME, IND and LNK are quite different. Exons in LNK tend to be included often, which indicates that LNK transcripts with exon are the dominating form. Exons in IND are included at either a very high or very low level. Inclusion levels in ME are similar to IND, but there are more cases in which the transcripts with or without the cassette exon are express at similar levels. These results are observed in both mouse and human.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2172-10-15-7	NF- κ B pathway is required for MMP-9 expression", but is independent of PAK1 and p38 MAP kinase . (A) HDFs transduced by lentivrius expressing GFP, PAK1 (K299R), p38 MAP kinase, and its dominant negative ones were cultured on plastic and treated by TNF- α  for the indicated intervals. Degradation of I-kappaB was measured by Western blot analysis. (B) HDFs were treated by TNF- α  with IKK inhibitors at the indicated concentration for 6 hrs. The mRNA of MMP-9 was measured by real-time RT-PCR analysis. Results are from the average of three experiments. (C) HDFs were treated by TNF- α  with IKK inhibitors at low concentration for 3 days. MMP-9 and -2 were measured by zymography.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2180-10-296-2	Nucleotide sequence alignment of the target regions of pCS20 (A) and  sodB  (B) genes . The locations of the primer recognition sites are indicated by arrows", together with the primer names. The blue, green and red arrows represent primers for the LAMP, conventional PCR, and real-time PCR, respectively.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1471-2180-11-58-3	Organization of major genes for (A) SPI-3", (B) ethanolamine utilization, (C) propanediol utilization, and (D-F) flagellar biosynthesis and motility . The names of genes are listed to the left of the arrow, an (*) next to the gene indicates the presence of at least one ArcA motif in the 5' - region, the numbers listed to the right of the arrows indicates the ratio of gene expression in the  arcA  mutant relative to that in the WT, and the shading corresponds to the level of gene expression. NR = no expression ratio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
