ID,FIG_NAME,MODALITY,HIGH_MODALITY
5350,1744-8069-6-37-1-6,GFIG,GRAPHICS
5351,1744-8069-6-46-3-1,DMFL,MICROSCOPY
5352,1744-8069-6-46-3-2,DMFL,MICROSCOPY
5353,1744-8069-6-46-3-3,GFIG,GRAPHICS
5354,1744-8069-7-31-1-1,GFIG,GRAPHICS
5355,1744-8069-7-31-1-2,GFIG,GRAPHICS
5356,1744-8069-7-42-2-1,DMTR,MICROSCOPY
5357,1744-8069-7-42-2-2,DMTR,MICROSCOPY
5358,1744-8069-7-42-2-3,GFIG,GRAPHICS
5359,1744-8069-7-42-2-4,GFIG,GRAPHICS
5360,1744-8069-7-42-2-5,GFIG,GRAPHICS
5361,1744-8069-7-42-2-6,GFIG,GRAPHICS
5362,1744-8069-7-7-1-1,GHDR,GRAPHICS
5363,1744-8069-7-7-1-2,GHDR,GRAPHICS
5364,1744-8069-7-80-3-10,GFIG,GRAPHICS
5365,1744-8069-7-80-3-1,GHDR,GRAPHICS
5366,1744-8069-7-80-3-2,GFIG,GRAPHICS
5367,1744-8069-7-80-3-3,GFIG,GRAPHICS
5368,1744-8069-7-80-3-4,GFIG,GRAPHICS
5369,1744-8069-7-80-3-5,GFIG,GRAPHICS
5370,1744-8069-7-80-3-6,GFIG,GRAPHICS
5371,1744-8069-7-80-3-7,GFIG,GRAPHICS
5372,1744-8069-7-80-3-8,GFIG,GRAPHICS
5373,1744-8069-7-80-3-9,GFIG,GRAPHICS
5374,1744-9081-2-18-2-1,GFIG,GRAPHICS
5375,1744-9081-2-18-2-2,GFIG,GRAPHICS
5376,1744-9081-2-18-2-3,GFIG,GRAPHICS
5377,1744-9081-2-18-2-4,GFIG,GRAPHICS
5378,1744-9081-2-18-2-5,GFIG,GRAPHICS
5379,1744-9081-2-18-2-6,GFIG,GRAPHICS
5380,1744-9081-7-46-1-1,GFIG,GRAPHICS
5381,1744-9081-7-46-1-2,GFIG,GRAPHICS
5382,1744-9081-7-9-2-1,GFIG,GRAPHICS
5383,1744-9081-7-9-2-2,GFIG,GRAPHICS
5384,1744-9081-7-9-2-3,GFIG,GRAPHICS
5385,1744-9081-7-9-2-4,GFIG,GRAPHICS
5386,1745-6150-1-10-15-1,GFIG,GRAPHICS
5387,1745-6150-1-10-15-2,GFIG,GRAPHICS
5388,1745-6150-1-10-15-3,GFIG,GRAPHICS
5389,1745-6150-1-37-6-1,GFIG,GRAPHICS
5390,1745-6150-1-37-6-2,GFIG,GRAPHICS
5391,1745-6150-2-1-5-1,D3DR,MOLECULAR
5392,1745-6150-2-1-5-2,GFIG,GRAPHICS
5393,1745-6150-2-2-5-1,GFIG,GRAPHICS
5394,1745-6150-2-2-5-2,GFIG,GRAPHICS
5395,1745-6150-2-2-6-1,GFIG,GRAPHICS
5396,1745-6150-2-2-6-2,GFIG,GRAPHICS
5397,1745-6150-2-8-4-1,GFIG,GRAPHICS
5398,1745-6150-2-8-4-2,GFIG,GRAPHICS
5399,1745-6150-2-8-4-3,GFIG,GRAPHICS
5400,1745-6150-3-40-5-1,GFIG,GRAPHICS
5401,1745-6150-3-40-5-2,GFIG,GRAPHICS
5402,1745-6150-4-16-4-1,GFIG,GRAPHICS
5403,1745-6150-4-16-4-2,GFIG,GRAPHICS
5404,1745-6150-4-16-4-3,GFIG,GRAPHICS
5405,1745-6150-4-16-4-4,GFIG,GRAPHICS
5406,1745-6150-4-18-4-1,D3DR,MOLECULAR
5407,1745-6150-4-18-4-2,D3DR,MOLECULAR
5408,1745-6150-4-18-4-3,D3DR,MOLECULAR
5409,1745-6150-4-18-4-4,D3DR,MOLECULAR
5410,1745-6150-4-18-4-5,D3DR,MOLECULAR
5411,1745-6150-4-18-4-6,D3DR,MOLECULAR
5412,1745-6150-4-18-4-7,D3DR,MOLECULAR
5413,1745-6150-4-18-4-8,D3DR,MOLECULAR
5414,1745-6150-5-28-2-1,GFIG,GRAPHICS
5415,1745-6150-5-28-2-2,GFIG,GRAPHICS
5416,1745-6150-5-28-2-3,GFIG,GRAPHICS
5417,1745-6150-5-32-13-1,GFIG,GRAPHICS
5418,1745-6150-5-32-13-2,GFIG,GRAPHICS
5419,1745-6150-5-47-1-1,GFIG,GRAPHICS
5420,1745-6150-5-47-1-2,GFIG,GRAPHICS
5421,1745-6150-5-47-1-3,GFIG,GRAPHICS
5422,1745-6150-5-47-1-4,GFIG,GRAPHICS
5423,1745-6150-5-47-1-5,GFIG,GRAPHICS
5424,1745-6150-6-40-2-1,GGEN,MOLECULAR
5425,1745-6150-6-40-2-2,GTAB,OTHER
5426,1745-6150-6-57-1-1,GFIG,GRAPHICS
5427,1745-6150-6-57-1-2,GFIG,GRAPHICS
5428,1745-6150-6-57-1-3,GFIG,GRAPHICS
5429,1745-6150-6-57-1-4,GFIG,GRAPHICS
5430,1745-6215-10-86-3-1,GTAB,OTHER
5431,1745-6215-10-86-3-2,GFLO,GRAPHICS
5432,1745-6215-10-86-3-3,GTAB,OTHER
5433,1745-6215-12-215-2-1,GFIG,GRAPHICS
5434,1745-6215-12-215-2-2,GFIG,GRAPHICS
5435,1745-6215-12-215-2-3,GFIG,GRAPHICS
5436,1745-6215-12-215-2-4,GFIG,GRAPHICS
5437,1745-6673-4-3-3-1,GFIG,GRAPHICS
5438,1745-6673-4-3-3-2,GFIG,GRAPHICS
5439,1745-7580-6-11-3-1,GGEL,EXPERIMENTAL
5440,1745-7580-6-11-3-2,GFIG,GRAPHICS
5441,1745-7580-6-11-3-3,GFIG,GRAPHICS
5442,1745-7580-6-11-3-4,GFIG,GRAPHICS
5443,1745-7580-6-11-3-5,DMTR,MICROSCOPY
5444,1745-7580-6-11-3-6,GFIG,GRAPHICS
5445,1745-7580-6-13-1-1,GFLO,GRAPHICS
5446,1745-7580-6-13-1-2,GFIG,GRAPHICS
5447,1745-9974-4-9-6-1,GFIG,GRAPHICS
5448,1745-9974-4-9-6-2,GFIG,GRAPHICS
5449,1746-1340-16-15-3-1,GHDR,GRAPHICS
5450,1746-1340-16-15-3-2,GHDR,GRAPHICS
5451,1746-1448-1-10-15-1,GFIG,GRAPHICS
5452,1746-1448-1-10-15-2,GFIG,GRAPHICS
5453,1746-1596-2-23-1-1,DVOR,ORGANISMS
5454,1746-1596-2-23-1-2,DMLI,MICROSCOPY
5455,1746-1596-2-23-1-3,DMLI,MICROSCOPY
5456,1746-1596-2-23-1-4,DMLI,MICROSCOPY
5457,1746-1596-3-14-2-1,DRCT,ORGANISMS
5458,1746-1596-3-14-2-2,DRMR,ORGANISMS
5459,1746-1596-3-14-2-3,DRMR,ORGANISMS
5460,1746-1596-3-14-2-4,DRCT,ORGANISMS
5461,1746-1596-3-14-2-5,DRMR,ORGANISMS
5462,1746-1596-3-14-2-6,DRMR,ORGANISMS
5463,1746-1596-3-14-5-1,DRCT,ORGANISMS
5464,1746-1596-3-14-5-2,DRMR,ORGANISMS
5465,1746-1596-3-14-5-3,DRMR,ORGANISMS
5466,1746-1596-3-14-5-4,DRXR,ORGANISMS
5467,1746-1596-3-S1-S17-1-1,GSCR,OTHER
5469,1746-1596-5-27-3-1,DMLI,MICROSCOPY
5470,1746-1596-5-27-3-2,DMLI,MICROSCOPY
5471,1746-1596-5-27-3-3,DMLI,MICROSCOPY
5472,1746-1596-5-27-3-4,DMLI,MICROSCOPY
5473,1746-1596-5-27-3-5,DMLI,MICROSCOPY
5474,1746-1596-5-27-3-6,DMLI,MICROSCOPY
5475,1746-1596-5-27-3-7,DMLI,MICROSCOPY
5476,1746-1596-5-27-3-8,DMLI,MICROSCOPY
5477,1746-1596-5-39-3-1,DMLI,MICROSCOPY
5478,1746-1596-5-39-3-2,DMLI,MICROSCOPY
5479,1746-1596-5-39-3-3,DMLI,MICROSCOPY
5480,1746-1596-5-39-3-4,DMLI,MICROSCOPY
5481,1746-1596-5-56-2-1,DMLI,MICROSCOPY
5482,1746-1596-5-56-2-2,DMLI,MICROSCOPY
5483,1746-1596-5-56-2-3,DMLI,MICROSCOPY
5484,1746-1596-5-56-2-4,DMLI,MICROSCOPY
5485,1746-1596-5-56-2-5,DMLI,MICROSCOPY
5486,1746-1596-5-56-2-6,DMLI,MICROSCOPY
5487,1746-1596-5-56-2-7,DMLI,MICROSCOPY
5488,1746-1596-5-56-2-8,DMLI,MICROSCOPY
5489,1746-1596-5-56-2-9,DMLI,MICROSCOPY
5490,1746-1596-6-59-1-1,DMLI,MICROSCOPY
5491,1746-1596-6-59-1-2,DMLI,MICROSCOPY
5492,1746-1596-6-59-1-3,DMLI,MICROSCOPY
5493,1746-1596-6-59-1-4,DMLI,MICROSCOPY
5494,1746-160X-2-3-1-1,DRXR,ORGANISMS
5495,1746-160X-2-3-1-2,DRXR,ORGANISMS
5496,1746-160X-2-3-1-3,DRXR,ORGANISMS
5497,1746-160X-2-3-1-4,DRXR,ORGANISMS
5498,1746-160X-3-10-12-1,DRXR,ORGANISMS
5499,1746-160X-3-10-12-2,GHDR,GRAPHICS
5500,1746-160X-3-19-2-1,DRMR,ORGANISMS
5501,1746-160X-3-19-2-2,DRMR,ORGANISMS
5502,1746-160X-3-19-2-3,DRMR,ORGANISMS
5503,1746-160X-4-24-6-1,DRCT,ORGANISMS
5505,1746-160X-6-18-1-1,DVOR,ORGANISMS
5506,1746-160X-6-18-1-2,D3DR,MOLECULAR
5507,1746-160X-6-18-1-3,GNCP,OTHER
5508,1746-160X-6-18-1-4,D3DR,MOLECULAR
5509,1746-160X-6-18-1-5,D3DR,MOLECULAR
5510,1746-160X-6-18-1-6,D3DR,MOLECULAR
5511,1746-160X-6-6-11-1,D3DR,MOLECULAR
5512,1746-160X-6-6-11-2,D3DR,MOLECULAR
5513,1746-160X-6-6-11-3,D3DR,MOLECULAR
5514,1746-160X-6-6-11-4,D3DR,MOLECULAR
5515,1746-160X-6-6-11-5,D3DR,MOLECULAR
5516,1746-160X-6-6-19-1,D3DR,MOLECULAR
5517,1746-160X-6-6-19-2,D3DR,MOLECULAR
5518,1746-160X-6-6-19-3,D3DR,MOLECULAR
5519,1746-160X-6-6-19-4,D3DR,MOLECULAR
5520,1746-160X-6-6-19-5,D3DR,MOLECULAR
5521,1746-160X-7-13-3-1,DMFL,MICROSCOPY
5522,1746-160X-7-13-3-2,DMFL,MICROSCOPY
5523,1746-160X-7-13-3-3,DMFL,MICROSCOPY
5524,1746-160X-7-13-3-4,DMFL,MICROSCOPY
5525,1746-160X-7-13-3-5,DMLI,MICROSCOPY
5526,1746-160X-7-13-3-6,GFIG,GRAPHICS
5527,1746-160X-7-13-3-7,DMFL,MICROSCOPY
5528,1746-160X-7-13-3-8,DMLI,MICROSCOPY
5529,1746-4269-2-37-1-1,GHDR,GRAPHICS
5530,1746-4269-2-37-1-2,GHDR,GRAPHICS
5531,1746-4269-2-37-1-3,GHDR,GRAPHICS
5532,1746-4269-5-3-2-1,GNCP,OTHER
5533,1746-4269-5-3-2-2,GNCP,OTHER
5534,1746-4269-5-3-2-3,GNCP,OTHER
5535,1746-4269-5-35-1-1,GHDR,GRAPHICS
5536,1746-4269-5-35-1-2,GHDR,GRAPHICS
5537,1746-4269-5-35-1-3,GHDR,GRAPHICS
5538,1746-4269-7-9-4-1,GNCP,OTHER
5539,1746-4269-7-9-4-2,GNCP,OTHER
5540,1746-4269-7-9-4-3,GNCP,OTHER
5541,1746-4269-7-9-4-4,GNCP,OTHER
5542,1746-4269-7-9-4-5,GNCP,OTHER
5543,1746-4269-7-9-4-6,GNCP,OTHER
5544,1746-4269-7-9-4-7,GNCP,OTHER
5545,1746-4269-7-9-4-8,GNCP,OTHER
5546,1746-4811-1-2-2-1,DMTR,MICROSCOPY
5547,1746-4811-1-2-2-2,DMTR,MICROSCOPY
5548,1746-4811-1-2-2-3,DMTR,MICROSCOPY
5549,1746-4811-1-2-2-4,DMTR,MICROSCOPY
5550,1746-4811-1-4-4-1,GFIG,GRAPHICS
5551,1746-4811-1-4-4-2,GGEL,EXPERIMENTAL
5552,1746-4811-4-15-3-1,DMEL,MICROSCOPY
5553,1746-4811-4-15-3-2,DMTR,MICROSCOPY
5554,1746-4811-4-3-4-1,GGEL,EXPERIMENTAL
5555,1746-4811-4-3-4-2,GGEL,EXPERIMENTAL
5556,1746-4811-4-3-4-3,GGEL,EXPERIMENTAL
5557,1746-4811-6-7-1-1,DMFL,MICROSCOPY
5558,1746-4811-6-7-1-2,DMFL,MICROSCOPY
5559,1746-4811-6-7-1-3,DMFL,MICROSCOPY
5560,1746-4811-6-7-1-4,DMFL,MICROSCOPY
5561,1746-4811-7-1-4-1,GFIG,GRAPHICS
5562,1746-4811-7-1-4-2,GFIG,GRAPHICS
5563,1746-4811-7-1-4-3,GFIG,GRAPHICS
5564,1746-4811-7-19-6-1,GFIG,GRAPHICS
5565,1746-4811-7-19-6-2,GFIG,GRAPHICS
5566,1746-6148-6-4-3-1,DMFL,MICROSCOPY
5567,1746-6148-6-4-3-2,DMFL,MICROSCOPY
5568,1746-6148-6-4-3-3,DMFL,MICROSCOPY
5569,1746-6148-6-4-3-4,DMFL,MICROSCOPY
5570,1746-6148-6-4-3-5,DMFL,MICROSCOPY
5571,1746-6148-6-4-3-6,DMFL,MICROSCOPY
5572,1746-6148-6-4-3-7,DMFL,MICROSCOPY
5573,1746-6148-6-4-3-8,DMFL,MICROSCOPY
5574,1746-6148-6-4-3-9,DMFL,MICROSCOPY
5575,1746-6148-7-42-1-1,DMLI,MICROSCOPY
5576,1746-6148-7-42-1-2,DMLI,MICROSCOPY
5577,1746-6148-7-42-1-3,DMLI,MICROSCOPY
5578,1746-6148-7-42-1-4,DMFL,MICROSCOPY
5579,1746-6148-7-42-1-5,DMLI,MICROSCOPY
5580,1746-6148-7-42-1-6,DMFL,MICROSCOPY
5581,1746-6148-7-42-1-7,DMFL,MICROSCOPY
5582,1746-6148-7-42-1-8,DMFL,MICROSCOPY
5583,1746-6148-7-64-3-1,DMFL,MICROSCOPY
5584,1746-6148-7-64-3-2,DMFL,MICROSCOPY
5585,1746-6148-7-64-3-3,DMFL,MICROSCOPY
5586,1746-6148-7-64-3-4,DMFL,MICROSCOPY
5587,1746-6148-7-64-3-5,DMFL,MICROSCOPY
5588,1746-6148-7-64-3-6,DMFL,MICROSCOPY
5589,1747-1028-3-6-3-10,DMEL,MICROSCOPY
5590,1747-1028-3-6-3-11,DMEL,MICROSCOPY
5591,1747-1028-3-6-3-12,DMEL,MICROSCOPY
5592,1747-1028-3-6-3-13,DMEL,MICROSCOPY
5593,1747-1028-3-6-3-14,DMEL,MICROSCOPY
5594,1747-1028-3-6-3-1,DMEL,MICROSCOPY
5595,1747-1028-3-6-3-2,DMEL,MICROSCOPY
5596,1747-1028-3-6-3-3,DMEL,MICROSCOPY
5597,1747-1028-3-6-3-4,DMEL,MICROSCOPY
5598,1747-1028-3-6-3-5,DMEL,MICROSCOPY
5599,1747-1028-3-6-3-6,DMEL,MICROSCOPY
5600,1747-1028-3-6-3-7,DMEL,MICROSCOPY
5601,1747-1028-3-6-3-8,DMEL,MICROSCOPY
5602,1747-1028-3-6-3-9,DMEL,MICROSCOPY
5603,1747-1028-4-6-7-1,GFIG,GRAPHICS
5604,1747-1028-4-6-7-2,GFIG,GRAPHICS
5605,1747-597X-1-22-2-1,GFIG,GRAPHICS
5606,1747-597X-1-22-2-2,GFIG,GRAPHICS
5607,1747-597X-1-22-2-3,GFIG,GRAPHICS
5608,1748-5908-5-48-1-1,GTAB,OTHER
5609,1748-5908-5-48-1-2,GTAB,OTHER
5610,1748-5908-5-48-1-3,GTAB,OTHER
5611,1748-5908-5-48-1-4,GTAB,OTHER
5612,1748-5908-5-48-1-5,GTAB,OTHER
5613,1748-5908-5-48-1-6,GTAB,OTHER
5614,1748-5908-5-48-1-7,GTAB,OTHER
5615,1748-7161-2-16-2-1,GHDR,GRAPHICS
5616,1748-7161-2-16-2-2,GHDR,GRAPHICS
5617,1748-7161-2-2-1-1,GNCP,OTHER
5618,1748-7161-2-2-1-2,GNCP,OTHER
5619,1748-7161-2-2-1-3,GNCP,OTHER
5620,1748-7161-2-2-1-4,GNCP,OTHER
5621,1748-7161-3-13-1-1,GFIG,GRAPHICS
5622,1748-7161-3-13-1-2,GFIG,GRAPHICS
5623,1748-7161-6-20-1-1,GNCP,OTHER
5624,1748-7161-6-20-1-2,DVDM,ORGANISMS
5625,1748-717X-4-7-2-1,GFIG,GRAPHICS
5626,1748-717X-4-7-2-2,GFIG,GRAPHICS
5627,1748-717X-4-7-2-3,GFIG,GRAPHICS
5628,1748-717X-5-115-3-1,GFIG,GRAPHICS
5629,1748-717X-5-115-3-2,GFIG,GRAPHICS
5630,1748-717X-5-18-3-1,DRMR,ORGANISMS
5631,1748-717X-5-18-3-2,DRMR,ORGANISMS
5633,1748-717X-5-60-1-2,DRCT,ORGANISMS
5635,1748-717X-6-103-3-1,GFIG,GRAPHICS
5636,1748-717X-6-103-3-2,GFIG,GRAPHICS
5637,1748-717X-6-103-3-3,GFIG,GRAPHICS
5638,1748-717X-6-103-3-4,GFIG,GRAPHICS
5639,1748-717X-6-103-3-5,GFIG,GRAPHICS
5640,1748-717X-6-103-3-6,GFIG,GRAPHICS
5641,1748-717X-6-10-4-1,GFIG,GRAPHICS
5642,1748-717X-6-10-4-2,GFIG,GRAPHICS
5643,1748-717X-6-10-4-3,GFIG,GRAPHICS
5644,1748-717X-6-10-4-4,GFIG,GRAPHICS
5645,1748-717X-6-14-2-1,GFIG,GRAPHICS
5646,1748-717X-6-14-2-2,GFIG,GRAPHICS
5647,1748-717X-6-14-2-3,GFIG,GRAPHICS
5648,1748-717X-6-14-2-4,GFIG,GRAPHICS
5649,1748-717X-6-21-1-1,GFIG,GRAPHICS
5650,1748-717X-6-21-1-2,GFIG,GRAPHICS
5653,1748-7188-1-6-1-1,GFIG,GRAPHICS
5654,1748-7188-1-6-1-2,GFIG,GRAPHICS
5655,1748-7188-1-6-1-3,GSYS,OTHER
5656,1748-7188-1-6-1-4,GFIG,GRAPHICS
5657,1748-7188-5-22-3-1,GSYS,OTHER
5658,1748-7188-5-22-3-2,GGEN,MOLECULAR
5659,1748-7188-5-22-3-3,GSYS,OTHER
5660,1748-7188-5-27-1-1,GFIG,GRAPHICS
5661,1748-7188-5-27-1-2,GFIG,GRAPHICS
5662,1748-7188-6-8-4-1,GSYS,OTHER
5663,1748-7188-6-8-4-2,GSYS,OTHER
5664,1748-7188-6-8-4-3,GFIG,GRAPHICS
5665,1748-7188-6-8-4-4,GSYS,OTHER
5666,1749-7221-2-23-1-1,DRUS,ORGANISMS
5667,1749-7221-2-23-1-2,DVOR,ORGANISMS
5668,1749-7221-5-14-1-1,DRMR,ORGANISMS
5669,1749-7221-5-14-1-2,DRMR,ORGANISMS
5670,1749-7221-5-14-1-3,DRMR,ORGANISMS
5671,1749-7221-5-14-1-4,DRMR,ORGANISMS
5672,1749-7221-5-14-1-5,DRMR,ORGANISMS
5673,1749-7221-5-14-1-6,DRMR,ORGANISMS
5674,1749-7221-5-14-2-1,DRMR,ORGANISMS
5675,1749-7221-5-14-2-2,DRMR,ORGANISMS
5676,1749-7221-5-14-2-3,DRMR,ORGANISMS
5677,1749-7221-5-14-2-4,DRMR,ORGANISMS
5678,1749-7221-5-14-2-5,DRMR,ORGANISMS
5679,1749-7221-5-14-2-6,DRMR,ORGANISMS
5680,1749-799X-4-39-3-1,DRXR,ORGANISMS
5681,1749-799X-4-39-3-2,DRXR,ORGANISMS
5682,1749-799X-5-11-5-1,DRXR,ORGANISMS
5683,1749-799X-5-11-5-2,DRXR,ORGANISMS
5684,1749-799X-5-15-3-1,DRCT,ORGANISMS
5685,1749-799X-5-15-3-2,DRCT,ORGANISMS
5686,1749-799X-5-15-3-3,DRCT,ORGANISMS
5687,1749-799X-5-15-3-4,DRCT,ORGANISMS
5688,1749-799X-6-10-2-1,DRXR,ORGANISMS
5689,1749-799X-6-10-2-2,DRXR,ORGANISMS
5690,1749-799X-6-10-2-3,DRXR,ORGANISMS
5691,1749-799X-6-10-2-4,DRXR,ORGANISMS
5692,1749-799X-6-10-2-5,DRXR,ORGANISMS
5693,1749-799X-6-10-2-6,DRXR,ORGANISMS
5694,1749-799X-6-10-2-7,DRXR,ORGANISMS
5695,1749-799X-6-10-2-8,DRXR,ORGANISMS
5696,1749-799X-6-10-2-9,DRXR,ORGANISMS
5697,1749-8090-1-40-5-1,DRMR,ORGANISMS
5698,1749-8090-1-40-5-2,DRMR,ORGANISMS
5699,1749-8090-1-40-5-3,DRMR,ORGANISMS
5700,1749-8090-1-40-5-4,DRMR,ORGANISMS
5701,1749-8090-1-40-5-5,DRMR,ORGANISMS
5702,1749-8090-1-40-5-6,DRMR,ORGANISMS
5703,1749-8090-2-18-1-1,DVEN,ORGANISMS
5704,1749-8090-2-18-1-2,D3DR,MOLECULAR
5705,1749-8090-6-125-2-1,DRCT,ORGANISMS
5706,1749-8090-6-125-2-2,D3DR,MOLECULAR
5707,1749-8090-6-152-1-1,DRMR,ORGANISMS
5708,1749-8090-6-152-1-2,DRAN,ORGANISMS
5709,1749-8090-6-48-2-1,GNCP,OTHER
5710,1749-8090-6-48-2-2,GNCP,OTHER
5711,1749-8090-6-48-2-3,GNCP,OTHER
5712,1749-8104-4-16-10-1,DMFL,MICROSCOPY
5713,1749-8104-4-16-10-2,DMFL,MICROSCOPY
5714,1749-8104-4-16-10-3,DMFL,MICROSCOPY
5715,1749-8104-4-16-10-4,DMFL,MICROSCOPY
5716,1749-8104-4-16-10-5,DMFL,MICROSCOPY
5717,1749-8104-5-16-8-1,GHDR,GRAPHICS
5718,1749-8104-5-16-8-2,GSYS,OTHER
5719,1749-8104-5-16-8-3,GHDR,GRAPHICS
5720,1749-8104-5-16-8-4,GSYS,OTHER
5721,1749-8104-6-10-3-1,DMFL,MICROSCOPY
5722,1749-8104-6-10-3-2,DMFL,MICROSCOPY
5723,1749-8104-6-10-3-3,DMFL,MICROSCOPY
5724,1749-8104-6-10-3-4,DMFL,MICROSCOPY
5725,1749-8104-6-10-3-5,DMFL,MICROSCOPY
5726,1749-8104-6-10-3-6,DMFL,MICROSCOPY
5727,1749-8104-6-9-4-1,GFIG,GRAPHICS
5728,1749-8104-6-9-4-2,DMLI,MICROSCOPY
5729,1749-8104-6-9-4-3,DMLI,MICROSCOPY
5730,1749-8104-6-9-5-1,DMTR,MICROSCOPY
5731,1749-8104-6-9-5-2,DMLI,MICROSCOPY
5732,1749-8104-6-9-5-3,GFIG,GRAPHICS
5733,1749-8546-5-29-3-1,GCHE,MOLECULAR
5734,1749-8546-5-29-3-2,GCHE,MOLECULAR
5735,1749-8546-5-29-3-3,GCHE,MOLECULAR
5736,1749-8546-5-29-3-4,GCHE,MOLECULAR
5737,1749-8546-5-29-3-5,GCHE,MOLECULAR
5738,1749-8546-5-29-3-6,GFIG,GRAPHICS
5739,1750-1172-5-33-1-1,DMLI,MICROSCOPY
5740,1750-1172-5-33-1-2,DMLI,MICROSCOPY
5741,1750-1172-5-33-1-3,DMFL,MICROSCOPY
5742,1750-1172-5-33-1-4,DMFL,MICROSCOPY
5743,1750-1172-5-33-1-5,DMEL,MICROSCOPY
5744,1750-1172-5-33-1-6,DMEL,MICROSCOPY
5745,1750-1172-5-33-1-7,DMFL,MICROSCOPY
5746,1750-1172-5-33-1-8,DMFL,MICROSCOPY
5747,1750-1172-6-52-4-1,GFIG,GRAPHICS
5748,1750-1172-6-52-4-2,GFIG,GRAPHICS
5749,1750-1172-6-63-5-1,DMFL,MICROSCOPY
5750,1750-1172-6-63-5-2,DMFL,MICROSCOPY
5751,1750-1172-6-63-5-3,DMFL,MICROSCOPY
5752,1750-1172-6-63-5-4,DMFL,MICROSCOPY
5754,1750-1326-4-19-3-1,DMFL,MICROSCOPY
5755,1750-1326-4-19-3-2,DMFL,MICROSCOPY
5756,1750-1326-4-19-3-3,DMFL,MICROSCOPY
5757,1750-1326-4-19-3-4,DMFL,MICROSCOPY
5758,1750-1326-4-42-7-1,DMTR,MICROSCOPY
5759,1750-1326-4-42-7-2,DMTR,MICROSCOPY
5760,1750-1326-4-42-7-3,DMTR,MICROSCOPY
5761,1750-1326-4-42-7-4,DMTR,MICROSCOPY
5762,1750-1326-4-42-7-5,DMTR,MICROSCOPY
5763,1750-1326-4-42-7-6,DMTR,MICROSCOPY
5764,1750-1326-5-25-3-1,GFIG,GRAPHICS
5765,1750-1326-5-25-3-2,GGEL,EXPERIMENTAL
5766,1750-1326-5-25-3-3,GGEN,MOLECULAR
5767,1750-1326-6-28-5-1,GFIG,GRAPHICS
5768,1750-1326-6-28-5-2,GGEL,EXPERIMENTAL
5769,1750-1326-6-28-5-3,GFIG,GRAPHICS
5770,1750-1326-6-28-5-4,GFIG,GRAPHICS
5771,1750-1326-6-28-5-5,GFIG,GRAPHICS
5772,1750-1326-6-28-5-6,GFIG,GRAPHICS
5773,1750-2187-2-7-8-1,GGEL,EXPERIMENTAL
5774,1750-2187-2-7-8-2,GFIG,GRAPHICS
5775,1750-2187-2-7-8-3,GFIG,GRAPHICS
5776,1750-2187-2-7-8-4,GFIG,GRAPHICS
5777,1750-2187-3-1-1-1,D3DR,MOLECULAR
5778,1750-2187-3-1-1-2,GGEN,MOLECULAR
5779,1750-2187-3-1-1-3,GGEL,EXPERIMENTAL
5780,1750-2187-3-1-1-4,GGEL,EXPERIMENTAL
5781,1750-2187-3-1-3-1,GFIG,GRAPHICS
5782,1750-2187-3-1-3-2,GFIG,GRAPHICS
5783,1750-2187-3-1-3-3,DMFL,MICROSCOPY
5784,1750-2187-3-1-3-4,DMFL,MICROSCOPY
5785,1750-2187-3-1-3-5,DMFL,MICROSCOPY
5786,1750-2187-3-1-3-6,DMFL,MICROSCOPY
5787,1750-2187-3-1-3-7,DRMR,ORGANISMS
5788,1750-2187-4-7-1-1,GGEL,EXPERIMENTAL
5789,1750-2187-4-7-1-2,GGEL,EXPERIMENTAL
5790,1750-2187-4-7-1-3,GGEL,EXPERIMENTAL
5791,1751-0147-50-5-1-1,DVOR,ORGANISMS
5792,1751-0147-50-5-1-2,DVOR,ORGANISMS
5793,1751-0147-50-5-1-3,DVOR,ORGANISMS
5794,1751-0147-50-5-1-4,DVOR,ORGANISMS
5795,1751-0147-50-5-1-5,DVOR,ORGANISMS
5796,1751-0147-50-5-1-6,DVOR,ORGANISMS
5797,1751-0147-52-24-3-1,DRXR,ORGANISMS
5798,1751-0147-52-24-3-2,DRMR,ORGANISMS
5799,1751-0147-53-55-6-1,DMLI,MICROSCOPY
5800,1751-0147-53-55-6-2,DMLI,MICROSCOPY
5801,1751-0147-53-55-6-3,DMLI,MICROSCOPY
5802,1752-0509-1-11-5-1,GFLO,GRAPHICS
5803,1752-0509-1-11-5-2,GHDR,GRAPHICS
5804,1752-0509-1-11-5-3,GSYS,OTHER
5805,1752-0509-1-25-6-10,GFIG,GRAPHICS
5806,1752-0509-1-25-6-11,GFIG,GRAPHICS
5807,1752-0509-1-25-6-1,GSCR,OTHER
5808,1752-0509-1-25-6-2,GFIG,GRAPHICS
5809,1752-0509-1-25-6-3,GFIG,GRAPHICS
5810,1752-0509-1-25-6-4,GFIG,GRAPHICS
5811,1752-0509-1-25-6-5,GFIG,GRAPHICS
5812,1752-0509-1-25-6-6,GFIG,GRAPHICS
5813,1752-0509-1-25-6-7,GFIG,GRAPHICS
5814,1752-0509-1-25-6-8,GFIG,GRAPHICS
5815,1752-0509-1-25-6-9,GFIG,GRAPHICS
5816,1752-0509-2-54-2-1,GFIG,GRAPHICS
5817,1752-0509-2-54-2-2,GFIG,GRAPHICS
5818,1752-0509-2-74-6-1,DRMR,ORGANISMS
5819,1752-0509-2-74-6-2,DRMR,ORGANISMS
5820,1752-0509-2-74-6-3,GFIG,GRAPHICS
